Id;URL Repository;URL Commit;Files;Hash;BugType1;BugType2;RootCause;ImpactsFromBugs;Lines Changed Total Added;Lines Changed Total Deleted;Lines Changed File Added;Lines Changed File Deleted;Lines Changed File Deleted ;Lines Changed Total Deleted ;Message Commit
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/45e74262eccf2891e774ca02f366428eca4fab00;site/en/tutorials/generative/style_transfer.ipynb;45e74262eccf2891e774ca02f366428eca4fab00;implementation;;Coding error;Incorrect Functionality;22;;22;;22;22;fix links and correct pep8 in style_transfer notebook
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/a9a6f4bc4d4f09e9b1ccff1bdcdd3d1db046c3e4;site/en/guide/autodiff.ipynb;a9a6f4bc4d4f09e9b1ccff1bdcdd3d1db046c3e4;implementation;;Logic error;Incorrect Functionality;1;;1;;1;1;Fix typo: `x2 + x1` should be `x1 + x0` (there is no `x2`) PiperOrigin-RevId: 352617737
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/ab1b42a6d732dc9674bab3b6181866cbb4fb7201;site/en/guide/data.ipynb;ab1b42a6d732dc9674bab3b6181866cbb4fb7201;implementation;;Coding error;Bad Performance;4;;1;;1;4;Remove redundant pandas default value parameters
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/ab1b42a6d732dc9674bab3b6181866cbb4fb7201;site/en/r1/tutorials/estimators/linear.ipynb;ab1b42a6d732dc9674bab3b6181866cbb4fb7201;implementation;;Coding error;Bad Performance;4;;2;;2;4;Remove redundant pandas default value parameters
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/ab1b42a6d732dc9674bab3b6181866cbb4fb7201;site/en/tutorials/load_data/csv.ipynb;ab1b42a6d732dc9674bab3b6181866cbb4fb7201;implementation;;Coding error;Bad Performance;4;;1;;1;4;Remove redundant pandas default value parameters
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/57ffefb581f5db59599341a8512cb97148aa288c;site/en/guide/tpu.ipynb;57ffefb581f5db59599341a8512cb97148aa288c;implementation;;Coding error;Incorrect Functionality;6;;6;;3;3;Add `validation_steps` to fix Colab. PiperOrigin-RevId: 324701287
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/25d66a2b770bfe8d927cf16cfde722ceed77f6d9;site/en/tutorials/customization/custom_layers.ipynb;25d66a2b770bfe8d927cf16cfde722ceed77f6d9;environments and settings;;Deprecation;Run Error;6;;6;;6;6;Fixed markdown and replaced deprecated function
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/4dfbd0be7b35f7b3e34a252134094ec6e029d979;site/en/tutorials/estimator/boosted_trees_model_understanding.ipynb;4dfbd0be7b35f7b3e34a252134094ec6e029d979;implementation;;Coding error;Incorrect Functionality;1514;;1514;;1501;1501;matplotlib.mlab issue solved
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/884396dcf711151fd675b87a3e99f2991c803832;site/en/tutorials/images/data_augmentation.ipynb;884396dcf711151fd675b87a3e99f2991c803832;implementation;;Coding error;Incorrect Functionality;1;;1;;1;1;fix json
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/data.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/estimator.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/keras/functional.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;17;;17;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/keras/overview.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;30;;31;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/keras/rnn.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;143;;144;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/keras/save_and_serialize.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;6;;6;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/keras/train_and_evaluate.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;475;;310;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/guide/migrate.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;23;;23;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/customization/basics.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;1;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/distribute/custom_training.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/distribute/keras.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;4;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/distribute/multi_worker_with_keras.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/distribute/save_and_load.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;4;;5;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/estimator/keras_model_to_estimator.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/images/classification.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;9;;10;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/images/cnn.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/images/segmentation.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;9;;8;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/images/transfer_learning_with_hub.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;3;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/keras/classification.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/keras/overfit_and_underfit.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;13;;10;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/keras/save_and_load.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;143;;143;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/keras/text_classification.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/keras/text_classification_with_hub.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/load_data/csv.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/load_data/numpy.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;4;;5;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/load_data/pandas_dataframe.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;5;;6;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/load_data/text.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/quickstart/advanced.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;2;;2;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/quickstart/beginner.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;184;;6;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/structured_data/feature_columns.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;3;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/text/text_classification_rnn.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;4;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;site/en/tutorials/text/word_embeddings.ipynb;0775cca21a59d7f4c8f0a61a9baca1a8f5eb38e1;implementation;;Logic error;Incorrect Functionality;1112;;4;;4;777;"Remove all ""activation=(softmax|sigmoid)"" We were already doing this right in many of the advanced notebooks. Inside a `tf.function` the losses detect and fix the `crossentropt(softmax(x))` issue. But it's best to just avoid it. PiperOrigin-RevId: 293853621"
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/58e755d0e7e5a16120495fc6b4babf5ef97dd2b2;site/ru/guide/function.ipynb;58e755d0e7e5a16120495fc6b4babf5ef97dd2b2;implementation;;Coding error;Incorrect Functionality;179;;179;;186;186;Fix links
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;site/en/r2/guide/data.ipynb;0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;environments and settings;implementation;Unknown;Incorrect Functionality;79;;1;;1;14;fix failures PiperOrigin-RevId: 263030984
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;site/en/r2/tutorials/estimators/keras_model_to_estimator.ipynb;0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;environments and settings;implementation;Unknown;Incorrect Functionality;79;;31;;5;14;fix failures PiperOrigin-RevId: 263030984
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;site/en/r2/tutorials/keras/imbalanced_data.ipynb;0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;environments and settings;implementation;Unknown;Incorrect Functionality;79;;46;;7;14;fix failures PiperOrigin-RevId: 263030984
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;site/en/r2/tutorials/load_data/tf_records.ipynb;0060b3aa0c67b96a9d9bbc43cd5c6deb4dce35fb;environments and settings;implementation;Unknown;Incorrect Functionality;79;;1;;1;14;fix failures PiperOrigin-RevId: 263030984
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0874b3f11eadc72a1b44ad14e3b565774269d3a5;site/en/r2/tutorials/generative/cyclegan.ipynb;0874b3f11eadc72a1b44ad14e3b565774269d3a5;implementation;;Coding error;Incorrect Functionality;2;;2;;2;2;Fix a bug.
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/05d0ac65210a73f1f65c84d087357241f0790861;site/ko/beta/tutorials/estimators/linear.ipynb;05d0ac65210a73f1f65c84d087357241f0790861;implementation;;Coding error;Incorrect Functionality;1;;1;;1;1;fix version number
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0739928e93172df0e6ca10412d8d4b8555256381;site/en/guide/distribute_strategy.ipynb;0739928e93172df0e6ca10412d8d4b8555256381;implementation;;Coding error;Run Error;102;;51;;15;30;Fix distribution strategy guide failure because of changes to ParameterServerStrategy. PiperOrigin-RevId: 244134501
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0739928e93172df0e6ca10412d8d4b8555256381;site/en/r2/guide/distribute_strategy.ipynb;0739928e93172df0e6ca10412d8d4b8555256381;implementation;;Coding error;Run Error;102;;51;;15;30;Fix distribution strategy guide failure because of changes to ParameterServerStrategy. PiperOrigin-RevId: 244134501
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/69f540fd8bb523612fece5f70cba5c2d02c5ce42;site/en/tutorials/keras/basic_regression.ipynb;69f540fd8bb523612fece5f70cba5c2d02c5ce42;implementation;;Coding error;Incorrect Functionality;1;;1;;1;1;Fix typo. PiperOrigin-RevId: 235198120
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0a0dcbe5124e0f5c35ec000d8f547f957aefd64e;site/en/r2/tutorials/keras/save_and_restore_models.ipynb;0a0dcbe5124e0f5c35ec000d8f547f957aefd64e;conversion;;Version Problems;Incorrect Functionality;9;;7;;3;7;Fix saved model export example. This change doesn't get to colab until 1.14, so I'm leaving the r1 version and disabling the test in TAP until the next release. PiperOrigin-RevId: 235020503
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/0a0dcbe5124e0f5c35ec000d8f547f957aefd64e;site/en/tutorials/keras/save_and_restore_models.ipynb;0a0dcbe5124e0f5c35ec000d8f547f957aefd64e;conversion;;Version Problems;Incorrect Functionality;9;;2;;4;7;Fix saved model export example. This change doesn't get to colab until 1.14, so I'm leaving the r1 version and disabling the test in TAP until the next release. PiperOrigin-RevId: 235020503
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/f0965672b7cc91e729611fe717e7303d29f09ed4;site/en/r2/tutorials/beginner/tf2_overview.ipynb;f0965672b7cc91e729611fe717e7303d29f09ed4;implementation;;Coding error;Run Error;10;;10;;5;5;fix typo
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/7b55447743ec1bfdc45231f99de189386413379f;site/en/guide/ragged_tensors.ipynb;7b55447743ec1bfdc45231f99de189386413379f;implementation;;Version Problems;Run Error;23;;23;;11;11;Fix print statements to be compatible with py2 and py3 PiperOrigin-RevId: 225040429
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/48cfc5aa1430fc5f1da0b2d87bd96d0ef7ad1b50;pix2pix_eager.ipynb;48cfc5aa1430fc5f1da0b2d87bd96d0ef7ad1b50;implementation;;Coding error;Run Error;2;;2;;2;2;made a small mistake while decorating with @tfe.defun. Fixing that. PiperOrigin-RevId: 208218148
129317474;https://github.com/tensorflow/docs;https://github.com/tensorflow/docs/commit/08e4eaadab6bc1411dc13e55771560c1685c5f4c;image_captioning_with_attention.ipynb;08e4eaadab6bc1411dc13e55771560c1685c5f4c;implementation;;Coding error;Run Error;2;;2;;2;2;Now caching properly and fixed a typo (def BahdanauAttention -> class BahdanauAttention)
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/9a806713c752de43ec34b51b776ee209d74504ca;apphub/nlp/language_modeling/ptb.ipynb;9a806713c752de43ec34b51b776ee209d74504ca;implementation;;Coding error;Run Error;2;;2;;1;1;Merge pull request #869 from gaurav272333/bugfix/language_modeling Fixed nightly test error
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/53c71ad2efd786b8ad7825b072a25813ef6cf6b9;tutorial/t11_interpretation.ipynb;53c71ad2efd786b8ad7825b072a25813ef6cf6b9;conversion;;Coding error;Incorrect Functionality;4;;4;;2;2;Merge pull request #339 from TortoiseHam/bug/t11_test T11 Fix
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/e3134ef5d1ace159d1e537a425522a11a037ed9e;apphub/image_classification/densenet121_cifar10/densenet121_cifar10.ipynb;e3134ef5d1ace159d1e537a425522a11a037ed9e;processing;;Coding error;Bad Performance;2;;2;;2;2;fix it for multi-GPU
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/553c589dace7ae8cf4ea7b71bcbb17f28eb1c908;apphub/image_classification/densenet121_cifar10/densenet121_cifar10.ipynb;553c589dace7ae8cf4ea7b71bcbb17f28eb1c908;kernel;;Install and Configuration Problems;Crash;816;;456;;1;2;Merge pull request #299 from geez0219/master fix ipynb problem that doens't have kernelspec
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/553c589dace7ae8cf4ea7b71bcbb17f28eb1c908;apphub/image_classification/lenet_cifar10_mixup/lenet_cifar10_mixup.ipynb;553c589dace7ae8cf4ea7b71bcbb17f28eb1c908;kernel;;Install and Configuration Problems;Crash;816;;360;;1;2;Merge pull request #299 from geez0219/master fix ipynb problem that doens't have kernelspec
178290396;https://github.com/fastestimator/fastestimator;https://github.com/fastestimator/fastestimator/commit/a3053cd1ac05b22f22cceb9ac3c5237ede3e69ae;apphub/image_classification/densenet121_cifar10/densenet121_cifar10.ipynb;a3053cd1ac05b22f22cceb9ac3c5237ede3e69ae;kernel;;Install and Configuration Problems;Crash;816;;456;;1;2;fix ipynb problem that doens't have kernelspec
